DateTime,MainStatus,SubStatus,FullStatus,StatusText,T,Service,FaultMsg,Value0
4/4/2015 17:58,0,2,0:02,Turbine operational,1,FALSE,FALSE,2.2
4/4/2015 17:58,0,1,0:01,Turbine starting,1,FALSE,FALSE,2.2
4/4/2015 18:01,2,1,2:01,Lack of wind : Wind speed to low,1,FALSE,FALSE,0.5
4/4/2015 18:46,0,2,0:02,Turbine operational,1,FALSE,FALSE,3.3
4/4/2015 18:47,0,1,0:01,Turbine starting,1,FALSE,FALSE,3
4/4/2015 18:49,0,0,0:00,Turbine in operation,1,FALSE,FALSE,2.2
5/4/2015 21:30,2,1,2:01,Lack of wind : Wind speed to low,1,FALSE,FALSE,1.2
5/4/2015 23:27,0,2,0:02,Turbine operational,1,FALSE,FALSE,1.2
5/4/2015 23:27,0,1,0:01,Turbine starting,1,FALSE,FALSE,0.9
5/4/2015 23:31,0,0,0:00,Turbine in operation,1,FALSE,FALSE,1.7
6/4/2015 5:06,2,1,2:01,Lack of wind : Wind speed to low,1,FALSE,FALSE,1.2
6/4/2015 5:42,0,2,0:02,Turbine operational,1,FALSE,FALSE,1.2
6/4/2015 5:42,0,1,0:01,Turbine starting,1,FALSE,FALSE,1.1
6/4/2015 5:45,2,1,2:01,Lack of wind : Wind speed to low,1,FALSE,FALSE,0.7
6/4/2015 10:40,0,2,0:02,Turbine operational,1,FALSE,FALSE,1.3
6/4/2015 10:40,0,1,0:01,Turbine starting,1,FALSE,FALSE,1.8
6/4/2015 10:44,0,0,0:00,Turbine in operation,1,FALSE,FALSE,2.2
6/4/2015 18:18,2,1,2:01,Lack of wind : Wind speed to low,1,FALSE,FALSE,1
6/4/2015 21:57,0,2,0:02,Turbine operational,1,FALSE,FALSE,0.7
6/4/2015 21:57,0,1,0:01,Turbine starting,1,FALSE,FALSE,1.3
6/4/2015 22:01,2,1,2:01,Lack of wind : Wind speed to low,1,FALSE,FALSE,2.3
6/4/2015 22:13,0,2,0:02,Turbine operational,1,FALSE,FALSE,1.7
6/4/2015 22:13,0,1,0:01,Turbine starting,1,FALSE,FALSE,2
6/4/2015 22:17,0,0,0:00,Turbine in operation,1,FALSE,FALSE,1.5
7/4/2015 22:47,2,1,2:01,Lack of wind : Wind speed to low,1,FALSE,FALSE,0.9
8/4/2015 1:42,0,2,0:02,Turbine operational,1,FALSE,FALSE,3.1
8/4/2015 1:42,0,1,0:01,Turbine starting,1,FALSE,FALSE,1.7
8/4/2015 1:45,0,0,0:00,Turbine in operation,1,FALSE,FALSE,1.9
9/4/2015 1:04,0,5,0:05,Calibration of  load control,1,FALSE,FALSE,7.5
9/4/2015 1:09,0,1,0:01,Turbine starting,1,FALSE,FALSE,8.2
9/4/2015 1:10,0,0,0:00,Turbine in operation,1,FALSE,FALSE,6.7
10/4/2015 22:18,66,32,66:32:00,Feeding fault : External shut down several inv.,6,FALSE,FALSE,12.5
10/4/2015 22:18,0,2,0:02,Turbine operational,1,FALSE,FALSE,12.5
10/4/2015 22:21,0,1,0:01,Turbine starting,1,FALSE,FALSE,12.6
10/4/2015 22:22,0,0,0:00,Turbine in operation,1,FALSE,FALSE,12.1
11/4/2015 17:33,22,226,1.073611111,Yaw control fault : TWK NOCN: fault in cam switch mechanism,6,FALSE,FALSE,9.2
11/4/2015 17:33,0,2,0:02,Turbine operational,1,FALSE,FALSE,10.1
11/4/2015 17:36,0,1,0:01,Turbine starting,1,FALSE,FALSE,7.7
11/4/2015 17:37,0,0,0:00,Turbine in operation,1,FALSE,FALSE,8.4
12/4/2015 16:27,26,373,26 : 373,Malfunction fan-inverter : Other control board errors system 3,6,FALSE,FALSE,5.1
12/4/2015 16:28,0,2,0:02,Turbine operational,1,FALSE,FALSE,5.5
12/4/2015 16:30,0,1,0:01,Turbine starting,1,FALSE,FALSE,6
12/4/2015 16:32,0,0,0:00,Turbine in operation,1,FALSE,FALSE,6.4
15/04/2015 10:32:41,21,2,21:02,Cable twisted : Right (2-3 turns),1,FALSE,FALSE,1.8
15/04/2015 11:11:26,2,1,2:01,Lack of wind : Wind speed to low,1,FALSE,FALSE,3.1
15/04/2015 11:13:56,0,2,0:02,Turbine operational,1,FALSE,FALSE,3.7
15/04/2015 11:13:58,0,1,0:01,Turbine starting,1,FALSE,FALSE,3.7
15/04/2015 11:15:42,0,0,0:00,Turbine in operation,1,FALSE,FALSE,4.9
17/04/2015 04:17:53,2,1,2:01,Lack of wind : Wind speed to low,1,FALSE,FALSE,0.9
17/04/2015 04:40:56,0,2,0:02,Turbine operational,1,FALSE,FALSE,2.1
17/04/2015 04:40:58,0,1,0:01,Turbine starting,1,FALSE,FALSE,2.2
17/04/2015 04:44:35,0,0,0:00,Turbine in operation,1,FALSE,FALSE,1.5
27/04/2015 07:16:20,17,0,17:00,Test security system,6,FALSE,FALSE,3.7
27/04/2015 07:16:40,0,3,0:03,Start lead-up,1,FALSE,FALSE,5.6
27/04/2015 07:17:39,0,2,0:02,Turbine operational,1,FALSE,FALSE,5.1
27/04/2015 07:19:02,0,1,0:01,Turbine starting,1,FALSE,FALSE,4.6
27/04/2015 07:19:36,0,5,0:05,Calibration of  load control,1,FALSE,FALSE,4.8
27/04/2015 07:26:03,0,1,0:01,Turbine starting,1,FALSE,FALSE,6.1
27/04/2015 07:26:51,0,0,0:00,Turbine in operation,1,FALSE,FALSE,7
28/04/2015 22:14:25,26,373,26 : 373,Malfunction fan-inverter : Other control board errors system 3,6,FALSE,FALSE,8.1
28/04/2015 22:14:53,0,2,0:02,Turbine operational,1,FALSE,FALSE,9.5
28/04/2015 22:17:15,0,1,0:01,Turbine starting,1,FALSE,FALSE,11.1
28/04/2015 22:18:19,0,0,0:00,Turbine in operation,1,FALSE,FALSE,11.5
