DateTime,MainStatus,SubStatus,FullStatus,StatusText,T,Service,FaultMsg,Value0
1/1/2015 22:18,62,919,62 : 919,Feeding fault : External shut down several inv.,6,FALSE,FALSE,9.7
1/1/2015 22:19,62,910,62 : 910,Feeding fault : External shut down inverter 10,6,FALSE,FALSE,11
1/1/2015 22:19,62,919,62 : 919,Feeding fault : External shut down several inv.,6,FALSE,FALSE,11.9
1/1/2015 22:21,62,910,62 : 910,Feeding fault : External shut down inverter 10,6,FALSE,FALSE,9.7
1/1/2015 22:21,62,919,62 : 919,Feeding fault : External shut down several inv.,6,FALSE,FALSE,11.4
1/1/2015 22:21,62,519,62 : 519,Feeding fault : No zero crossing several inv.,6,FALSE,FALSE,13.1
1/1/2015 22:22,62,502,62 : 502,Feeding fault : No zero crossing inverter 2,6,FALSE,FALSE,11.8
1/1/2015 22:22,62,519,62 : 519,Feeding fault : No zero crossing several inv.,6,FALSE,TRUE,12.1
2/1/2015 8:22,222,5,222:05:00,Turbine reset : Remote display,6,FALSE,FALSE,2.6
2/1/2015 8:22,62,519,62 : 519,Feeding fault : No zero crossing several inv.,6,FALSE,FALSE,2.8
2/1/2015 9:22,62,519,62 : 519,Feeding fault : No zero crossing several inv.,6,FALSE,TRUE,9.7
2/1/2015 10:48,8,0,8:00,Maintenance,6,TRUE,FALSE,6.9
3/1/2015 12:27,204,0,204:00:00,Data bus error all inverters,6,FALSE,FALSE,6.7
3/1/2015 12:27,222,2,222:02:00,Turbine reset : Quit button,6,FALSE,FALSE,2.3
3/1/2015 12:27,204,0,204:00:00,Data bus error all inverters,6,FALSE,FALSE,2.6
3/1/2015 12:27,8,0,8:00,Maintenance,6,TRUE,FALSE,3.2
5/1/2015 12:41,301,81,301 : 81,Feeding control bus error (Bus-Off) : I/O-board control cabinet,6,FALSE,FALSE,3.5
5/1/2015 12:42,222,2,222:02:00,Turbine reset : Quit button,6,FALSE,FALSE,2.3
5/1/2015 12:42,1,1,1:01,Turbine stopped : Control cabinet,1,FALSE,FALSE,2.6
5/1/2015 12:42,301,81,301 : 81,Feeding control bus error (Bus-Off) : I/O-board control cabinet,6,FALSE,FALSE,2.8
5/1/2015 12:43,220,33,220:33:00,Processor reset : Power Control,6,FALSE,FALSE,2.1
5/1/2015 12:43,204,0,204:00:00,Data bus error all inverters,6,FALSE,FALSE,5.1
5/1/2015 12:53,301,81,301 : 81,Feeding control bus error (Bus-Off) : I/O-board control cabinet,6,FALSE,FALSE,6.3
5/1/2015 12:53,204,0,204:00:00,Data bus error all inverters,6,FALSE,FALSE,10
5/1/2015 12:54,222,2,222:02:00,Turbine reset : Quit button,6,FALSE,FALSE,2.3
5/1/2015 12:54,204,0,204:00:00,Data bus error all inverters,6,FALSE,FALSE,2.6
5/1/2015 12:55,8,0,8:00,Maintenance,6,TRUE,FALSE,9.6
6/1/2015 0:18,240,246,240 : 246,Remote control PC : Timeout receivebuffer,5,TRUE,TRUE,0
7/1/2015 19:18,9,1,9:01,Generator heating : Isometer,1,FALSE,FALSE,9.5
7/1/2015 23:17,0,2,0:02,Turbine operational,1,FALSE,FALSE,11.7
7/1/2015 23:19,0,1,0:01,Turbine starting,1,FALSE,FALSE,11.4
7/1/2015 23:20,0,0,0:00,Turbine in operation,1,FALSE,FALSE,10.8
11/1/2015 19:43,304,56,304:56:00,Data bus error (Timeout) : Fan inverter,6,FALSE,FALSE,14.1
11/1/2015 19:44,0,2,0:02,Turbine operational,1,FALSE,FALSE,17
11/1/2015 19:46,0,1,0:01,Turbine starting,1,FALSE,FALSE,16.5
11/1/2015 19:47,0,0,0:00,Turbine in operation,1,FALSE,FALSE,18.3
13/01/2015 12:13:14,307,14,307:14:00,Data bus error blade control (timeout) : Blade load control B,6,FALSE,FALSE,13.5
13/01/2015 12:13:36,0,2,0:02,Turbine operational,1,FALSE,FALSE,5.9
13/01/2015 12:16:25,0,1,0:01,Turbine starting,1,FALSE,FALSE,21.9
13/01/2015 12:17:02,0,5,0:05,Calibration of  load control,1,FALSE,FALSE,9.8
13/01/2015 12:19:16,0,1,0:01,Turbine starting,1,FALSE,FALSE,14
13/01/2015 12:19:38,0,0,0:00,Turbine in operation,1,FALSE,FALSE,14.5
14/01/2015 19:56:30,31,1,31:01:00,Tower oscillation : Transversal oscillation,6,FALSE,FALSE,26.6
14/01/2015 19:57:17,0,2,0:02,Turbine operational,1,FALSE,FALSE,26.4
14/01/2015 19:59:35,0,1,0:01,Turbine starting,1,FALSE,FALSE,24.8
14/01/2015 20:00:20,0,0,0:00,Turbine in operation,1,FALSE,FALSE,29.1
14/01/2015 20:04:59,3,12,3:12,Storm : Average windspeed - (10min),1,FALSE,FALSE,40.2
14/01/2015 20:17:02,0,2,0:02,Turbine operational,1,FALSE,FALSE,23.1
14/01/2015 20:19:20,0,1,0:01,Turbine starting,1,FALSE,FALSE,29.4
14/01/2015 20:20:06,0,0,0:00,Turbine in operation,1,FALSE,FALSE,24.4
15/01/2015 00:00:00,228,100,228 : 100,Timeout warnmessage : Malfunction aircooling,6,FALSE,TRUE,17.9
15/01/2015 00:07:49,222,3,222:03:00,Turbine reset : Scada system,6,FALSE,FALSE,2.6
15/01/2015 00:07:54,0,2,0:02,Turbine operational,1,FALSE,FALSE,3.4
15/01/2015 00:10:20,0,1,0:01,Turbine starting,1,FALSE,FALSE,14.6
15/01/2015 00:10:55,0,5,0:05,Calibration of  load control,1,FALSE,FALSE,18.7
15/01/2015 00:12:00,0,1,0:01,Turbine starting,1,FALSE,FALSE,20.5
15/01/2015 00:12:22,0,0,0:00,Turbine in operation,1,FALSE,FALSE,20.3
16/01/2015 00:00:00,228,100,228 : 100,Timeout warnmessage : Malfunction aircooling,6,FALSE,TRUE,8.3
16/01/2015 00:06:34,222,3,222:03:00,Turbine reset : Scada system,6,FALSE,FALSE,2.3
16/01/2015 00:06:39,0,2,0:02,Turbine operational,1,FALSE,FALSE,3.4
16/01/2015 00:09:06,0,1,0:01,Turbine starting,1,FALSE,FALSE,7.3
16/01/2015 00:09:40,0,5,0:05,Calibration of  load control,1,FALSE,FALSE,7.7
16/01/2015 00:14:50,0,1,0:01,Turbine starting,1,FALSE,FALSE,8.1
16/01/2015 00:15:29,0,0,0:00,Turbine in operation,1,FALSE,FALSE,7.2
16/01/2015 13:17:28,0,8,0:08,Turbine in operation during maintenance,1,FALSE,FALSE,4.6
16/01/2015 13:17:29,8,0,8:00,Maintenance,6,TRUE,FALSE,5
16/01/2015 15:17:11,0,1,0:01,Turbine starting,1,FALSE,FALSE,5.3
16/01/2015 15:17:59,0,0,0:00,Turbine in operation,1,FALSE,FALSE,6.7
19/01/2015 06:15:05,2,1,2:01,Lack of wind : Wind speed to low,1,FALSE,FALSE,1.2
19/01/2015 06:39:41,0,2,0:02,Turbine operational,1,FALSE,FALSE,2.6
19/01/2015 06:39:43,0,1,0:01,Turbine starting,1,FALSE,FALSE,2.5
19/01/2015 06:43:20,0,0,0:00,Turbine in operation,1,FALSE,FALSE,1.6
19/01/2015 08:06:47,2,1,2:01,Lack of wind : Wind speed to low,1,FALSE,FALSE,1
19/01/2015 09:36:56,8,0,8:00,Maintenance,6,TRUE,FALSE,3.8
19/01/2015 10:06:28,240,1,240:01:00,Remote control PC : switched off,5,FALSE,FALSE,0
19/01/2015 10:50:08,240,0,240:00:00,Remote control PC : switched on,5,FALSE,FALSE,0
19/01/2015 10:52:44,240,1,240:01:00,Remote control PC : switched off,5,FALSE,FALSE,0
19/01/2015 15:06:17,240,0,240:00:00,Remote control PC : switched on,5,FALSE,FALSE,0
19/01/2015 15:06:19,8,0,8:00,Maintenance,6,TRUE,FALSE,12
19/01/2015 15:11:00,240,1,240:01:00,Remote control PC : switched off,5,FALSE,FALSE,0
19/01/2015 15:14:31,240,0,240:00:00,Remote control PC : switched on,5,FALSE,FALSE,0
19/01/2015 15:14:33,8,0,8:00,Maintenance,6,TRUE,FALSE,9.5
19/01/2015 15:21:05,240,1,240:01:00,Remote control PC : switched off,5,FALSE,FALSE,0
19/01/2015 15:24:37,240,0,240:00:00,Remote control PC : switched on,5,FALSE,FALSE,0
19/01/2015 15:24:39,8,0,8:00,Maintenance,6,TRUE,FALSE,9.3
19/01/2015 15:58:36,240,1,240:01:00,Remote control PC : switched off,5,FALSE,FALSE,0
19/01/2015 16:00:37,240,0,240:00:00,Remote control PC : switched on,5,FALSE,FALSE,0
19/01/2015 16:00:38,8,0,8:00,Maintenance,6,TRUE,FALSE,10.8
19/01/2015 16:01:37,0,8,0:08,Turbine in operation during maintenance,1,FALSE,FALSE,11.3
19/01/2015 16:13:48,0,0,0:00,Turbine in operation,1,FALSE,FALSE,9.6
20/01/2015 09:07:13,0,8,0:08,Turbine in operation during maintenance,1,FALSE,FALSE,8.6
20/01/2015 09:08:33,8,0,8:00,Maintenance,6,TRUE,FALSE,8.8
20/01/2015 15:33:06,0,8,0:08,Turbine in operation during maintenance,1,FALSE,FALSE,12
20/01/2015 15:40:55,0,0,0:00,Turbine in operation,1,FALSE,FALSE,9
21/01/2015 08:53:14,0,8,0:08,Turbine in operation during maintenance,1,FALSE,FALSE,12.2
21/01/2015 08:53:16,8,0,8:00,Maintenance,6,TRUE,FALSE,11.6
21/01/2015 14:05:25,0,8,0:08,Turbine in operation during maintenance,1,FALSE,FALSE,11.4
21/01/2015 14:07:46,8,0,8:00,Maintenance,6,TRUE,FALSE,8.7
21/01/2015 14:50:45,0,8,0:08,Turbine in operation during maintenance,1,FALSE,FALSE,6.5
21/01/2015 15:08:31,0,0,0:00,Turbine in operation,1,FALSE,FALSE,7.2
22/01/2015 06:44:33,2,1,2:01,Lack of wind : Wind speed to low,1,FALSE,FALSE,1.2
22/01/2015 07:08:31,0,2,0:02,Turbine operational,1,FALSE,FALSE,0.8
22/01/2015 07:08:33,0,1,0:01,Turbine starting,1,FALSE,FALSE,0.4
22/01/2015 07:12:10,0,0,0:00,Turbine in operation,1,FALSE,FALSE,2.1
22/01/2015 11:50:56,2,1,2:01,Lack of wind : Wind speed to low,1,FALSE,FALSE,1.2
22/01/2015 12:30:24,0,2,0:02,Turbine operational,1,FALSE,FALSE,3.3
22/01/2015 12:30:26,0,1,0:01,Turbine starting,1,FALSE,FALSE,3.7
22/01/2015 12:34:02,0,0,0:00,Turbine in operation,1,FALSE,FALSE,2.6
28/01/2015 10:16:57,0,8,0:08,Turbine in operation during maintenance,1,FALSE,FALSE,13.6
28/01/2015 10:17:01,8,0,8:00,Maintenance,6,TRUE,FALSE,14.7
28/01/2015 12:22:42,0,8,0:08,Turbine in operation during maintenance,1,FALSE,FALSE,8.2
28/01/2015 12:38:29,8,0,8:00,Maintenance,6,TRUE,FALSE,11
28/01/2015 13:02:56,0,8,0:08,Turbine in operation during maintenance,1,FALSE,FALSE,9.1
28/01/2015 13:14:59,0,0,0:00,Turbine in operation,1,FALSE,FALSE,10.2
1/2/2015 18:32,2,1,2:01,Lack of wind : Wind speed to low,1,FALSE,FALSE,1.2
1/2/2015 21:26,0,2,0:02,Turbine operational,1,FALSE,FALSE,2.7
1/2/2015 21:26,0,1,0:01,Turbine starting,1,FALSE,FALSE,2.6
1/2/2015 21:30,0,0,0:00,Turbine in operation,1,FALSE,FALSE,2.2
2/2/2015 19:19,2,1,2:01,Lack of wind : Wind speed to low,1,FALSE,FALSE,1
2/2/2015 20:09,0,2,0:02,Turbine operational,1,FALSE,FALSE,2
2/2/2015 20:09,0,1,0:01,Turbine starting,1,FALSE,FALSE,1.9
2/2/2015 20:13,0,0,0:00,Turbine in operation,1,FALSE,FALSE,1.5
5/2/2015 10:07,240,1,240:01:00,Remote control PC : switched off,5,FALSE,FALSE,0
5/2/2015 10:10,240,0,240:00:00,Remote control PC : switched on,5,FALSE,FALSE,0
5/2/2015 10:10,0,0,0:00,Turbine in operation,1,FALSE,FALSE,7.4
5/2/2015 10:22,240,1,240:01:00,Remote control PC : switched off,5,FALSE,FALSE,0
5/2/2015 10:25,240,0,240:00:00,Remote control PC : switched on,5,FALSE,FALSE,0
5/2/2015 10:25,0,0,0:00,Turbine in operation,1,FALSE,FALSE,8
8/2/2015 10:31,2,1,2:01,Lack of wind : Wind speed to low,1,FALSE,FALSE,0.9
8/2/2015 13:28,0,2,0:02,Turbine operational,1,FALSE,FALSE,2.4
8/2/2015 13:28,0,1,0:01,Turbine starting,1,FALSE,FALSE,2.8
8/2/2015 13:31,0,0,0:00,Turbine in operation,1,FALSE,FALSE,1.2
8/2/2015 14:51,2,1,2:01,Lack of wind : Wind speed to low,1,FALSE,FALSE,1
8/2/2015 16:49,0,2,0:02,Turbine operational,1,FALSE,FALSE,2.6
8/2/2015 16:49,0,1,0:01,Turbine starting,1,FALSE,FALSE,1.9
8/2/2015 16:51,0,0,0:00,Turbine in operation,1,FALSE,FALSE,2.7
9/2/2015 9:03,17,0,17:00,Test security system,6,FALSE,FALSE,3.8
9/2/2015 9:03,0,2,0:02,Turbine operational,1,FALSE,FALSE,5.1
9/2/2015 9:03,0,3,0:03,Start lead-up,1,FALSE,FALSE,5.1
9/2/2015 9:04,0,2,0:02,Turbine operational,1,FALSE,FALSE,5.7
9/2/2015 9:05,0,1,0:01,Turbine starting,1,FALSE,FALSE,5.4
9/2/2015 9:06,0,5,0:05,Calibration of  load control,1,FALSE,FALSE,4.4
9/2/2015 9:12,0,1,0:01,Turbine starting,1,FALSE,FALSE,6.4
9/2/2015 9:13,0,0,0:00,Turbine in operation,1,FALSE,FALSE,5.8
11/2/2015 14:17,2,1,2:01,Lack of wind : Wind speed to low,1,FALSE,FALSE,1
11/2/2015 15:40,0,2,0:02,Turbine operational,1,FALSE,FALSE,1.8
11/2/2015 15:40,0,1,0:01,Turbine starting,1,FALSE,FALSE,2.1
11/2/2015 15:44,2,1,2:01,Lack of wind : Wind speed to low,1,FALSE,FALSE,0.9
11/2/2015 18:06,0,2,0:02,Turbine operational,1,FALSE,FALSE,1.2
11/2/2015 18:06,0,1,0:01,Turbine starting,1,FALSE,FALSE,1.9
11/2/2015 18:10,0,0,0:00,Turbine in operation,1,FALSE,FALSE,2.3
11/2/2015 20:31,2,1,2:01,Lack of wind : Wind speed to low,1,FALSE,FALSE,0.9
11/2/2015 20:52,0,2,0:02,Turbine operational,1,FALSE,FALSE,1.8
11/2/2015 20:52,0,1,0:01,Turbine starting,1,FALSE,FALSE,2
11/2/2015 20:56,0,0,0:00,Turbine in operation,1,FALSE,FALSE,2
12/2/2015 8:37,0,8,0:08,Turbine in operation during maintenance,1,FALSE,FALSE,5.8
12/2/2015 8:37,8,0,8:00,Maintenance,6,TRUE,FALSE,5.4
12/2/2015 8:44,240,1,240:01:00,Remote control PC : switched off,5,FALSE,FALSE,0
12/2/2015 9:05,240,0,240:00:00,Remote control PC : switched on,5,FALSE,FALSE,0
12/2/2015 9:05,8,0,8:00,Maintenance,6,TRUE,FALSE,4.8
12/2/2015 9:07,2,1,2:01,Lack of wind : Wind speed to low,1,FALSE,FALSE,0.8
12/2/2015 9:07,0,2,0:02,Turbine operational,1,FALSE,FALSE,0.9
12/2/2015 9:07,0,1,0:01,Turbine starting,1,FALSE,FALSE,1
12/2/2015 9:07,0,5,0:05,Calibration of  load control,1,FALSE,FALSE,3.7
12/2/2015 9:12,0,1,0:01,Turbine starting,1,FALSE,FALSE,5.8
12/2/2015 9:13,0,0,0:00,Turbine in operation,1,FALSE,FALSE,4.8
13/02/2015 09:27:56,0,8,0:08,Turbine in operation during maintenance,1,FALSE,FALSE,6.7
13/02/2015 09:28:11,8,0,8:00,Maintenance,6,TRUE,FALSE,7.6
13/02/2015 09:46:10,0,8,0:08,Turbine in operation during maintenance,1,FALSE,FALSE,7.6
13/02/2015 10:24:41,0,0,0:00,Turbine in operation,1,FALSE,FALSE,6
14/02/2015 10:13:59,21,2,21:02,Cable twisted : Right (2-3 turns),1,FALSE,FALSE,2.6
14/02/2015 10:52:43,2,1,2:01,Lack of wind : Wind speed to low,1,FALSE,FALSE,0.9
14/02/2015 11:39:26,0,2,0:02,Turbine operational,1,FALSE,FALSE,1.4
14/02/2015 11:39:28,0,1,0:01,Turbine starting,1,FALSE,FALSE,2
14/02/2015 11:43:04,0,0,0:00,Turbine in operation,1,FALSE,FALSE,1.3
14/02/2015 12:24:51,2,1,2:01,Lack of wind : Wind speed to low,1,FALSE,FALSE,0.7
14/02/2015 14:25:33,0,2,0:02,Turbine operational,1,FALSE,FALSE,1
14/02/2015 14:25:35,0,1,0:01,Turbine starting,1,FALSE,FALSE,1.4
14/02/2015 14:29:10,2,1,2:01,Lack of wind : Wind speed to low,1,FALSE,FALSE,1.8
14/02/2015 14:41:20,0,2,0:02,Turbine operational,1,FALSE,FALSE,4
14/02/2015 14:41:22,0,1,0:01,Turbine starting,1,FALSE,FALSE,3.7
14/02/2015 14:44:03,0,0,0:00,Turbine in operation,1,FALSE,FALSE,2.7
20/02/2015 09:49:02,0,8,0:08,Turbine in operation during maintenance,1,FALSE,FALSE,7
20/02/2015 09:49:04,8,0,8:00,Maintenance,6,TRUE,FALSE,7
20/02/2015 10:28:18,0,8,0:08,Turbine in operation during maintenance,1,FALSE,FALSE,9.5
20/02/2015 10:30:03,0,0,0:00,Turbine in operation,1,FALSE,FALSE,7.7
20/02/2015 10:30:07,0,8,0:08,Turbine in operation during maintenance,1,FALSE,FALSE,6.9
20/02/2015 10:30:18,8,0,8:00,Maintenance,6,TRUE,FALSE,8.1
20/02/2015 14:16:12,0,8,0:08,Turbine in operation during maintenance,1,FALSE,FALSE,14.6
20/02/2015 14:21:36,0,0,0:00,Turbine in operation,1,FALSE,FALSE,13.5
28/02/2015 10:50:19,22,226,1.073611111,Yaw control fault : TWK NOCN: fault in cam switch mechanism,6,FALSE,FALSE,9
28/02/2015 10:50:50,0,2,0:02,Turbine operational,1,FALSE,FALSE,13.8
28/02/2015 10:53:12,0,1,0:01,Turbine starting,1,FALSE,FALSE,9.8
28/02/2015 10:54:16,0,0,0:00,Turbine in operation,1,FALSE,FALSE,10.9
2/3/2015 9:38,17,0,17:00,Test security system,6,FALSE,FALSE,3.7
2/3/2015 9:38,0,3,0:03,Start lead-up,1,FALSE,FALSE,7.1
2/3/2015 9:39,0,2,0:02,Turbine operational,1,FALSE,FALSE,1.3
2/3/2015 9:41,0,1,0:01,Turbine starting,1,FALSE,FALSE,4.3
2/3/2015 9:42,0,5,0:05,Calibration of  load control,1,FALSE,FALSE,5.3
2/3/2015 9:48,0,1,0:01,Turbine starting,1,FALSE,FALSE,4.6
2/3/2015 9:49,0,0,0:00,Turbine in operation,1,FALSE,FALSE,5.8
8/3/2015 18:10,2,1,2:01,Lack of wind : Wind speed to low,1,FALSE,FALSE,0.9
8/3/2015 21:10,0,2,0:02,Turbine operational,1,FALSE,FALSE,5.6
8/3/2015 21:10,0,1,0:01,Turbine starting,1,FALSE,FALSE,6.1
8/3/2015 21:11,0,0,0:00,Turbine in operation,1,FALSE,FALSE,6.1
10/3/2015 4:42,2,1,2:01,Lack of wind : Wind speed to low,1,FALSE,FALSE,1.2
10/3/2015 5:15,0,2,0:02,Turbine operational,1,FALSE,FALSE,2
10/3/2015 5:15,0,1,0:01,Turbine starting,1,FALSE,FALSE,2.1
10/3/2015 5:19,2,1,2:01,Lack of wind : Wind speed to low,1,FALSE,FALSE,1.8
10/3/2015 10:28,0,2,0:02,Turbine operational,1,FALSE,FALSE,3.6
10/3/2015 10:28,0,1,0:01,Turbine starting,1,FALSE,FALSE,3.6
10/3/2015 10:31,0,0,0:00,Turbine in operation,1,FALSE,FALSE,2.7
14/03/2015 11:13:27,2,1,2:01,Lack of wind : Wind speed to low,1,FALSE,FALSE,1.7
14/03/2015 12:22:37,0,2,0:02,Turbine operational,1,FALSE,FALSE,3.1
14/03/2015 12:22:39,0,1,0:01,Turbine starting,1,FALSE,FALSE,3.2
14/03/2015 12:26:14,2,1,2:01,Lack of wind : Wind speed to low,1,FALSE,FALSE,1.5
14/03/2015 12:35:27,0,2,0:02,Turbine operational,1,FALSE,FALSE,2.6
14/03/2015 12:35:29,0,1,0:01,Turbine starting,1,FALSE,FALSE,3
14/03/2015 12:39:06,0,0,0:00,Turbine in operation,1,FALSE,FALSE,2
17/03/2015 22:22:24,2,1,2:01,Lack of wind : Wind speed to low,1,FALSE,FALSE,1
18/03/2015 00:26:57,0,2,0:02,Turbine operational,1,FALSE,FALSE,0.6
18/03/2015 00:26:59,0,1,0:01,Turbine starting,1,FALSE,FALSE,0.5
18/03/2015 00:30:34,2,1,2:01,Lack of wind : Wind speed to low,1,FALSE,FALSE,2
18/03/2015 00:44:11,0,2,0:02,Turbine operational,1,FALSE,FALSE,3.1
18/03/2015 00:44:13,0,1,0:01,Turbine starting,1,FALSE,FALSE,3.1
18/03/2015 00:47:49,0,0,0:00,Turbine in operation,1,FALSE,FALSE,2.2
18/03/2015 01:12:50,2,1,2:01,Lack of wind : Wind speed to low,1,FALSE,FALSE,1
18/03/2015 01:57:32,0,2,0:02,Turbine operational,1,FALSE,FALSE,2.4
18/03/2015 01:57:34,0,1,0:01,Turbine starting,1,FALSE,FALSE,3
18/03/2015 02:01:10,0,0,0:00,Turbine in operation,1,FALSE,FALSE,2.8
18/03/2015 08:26:27,2,1,2:01,Lack of wind : Wind speed to low,1,FALSE,FALSE,1.3
18/03/2015 11:30:22,0,2,0:02,Turbine operational,1,FALSE,FALSE,1.1
18/03/2015 11:30:24,0,1,0:01,Turbine starting,1,FALSE,FALSE,0.8
18/03/2015 11:33:59,2,1,2:01,Lack of wind : Wind speed to low,1,FALSE,FALSE,1
18/03/2015 12:03:31,0,2,0:02,Turbine operational,1,FALSE,FALSE,2.2
18/03/2015 12:03:33,0,1,0:01,Turbine starting,1,FALSE,FALSE,2.4
18/03/2015 12:07:10,0,0,0:00,Turbine in operation,1,FALSE,FALSE,2
18/03/2015 12:44:47,2,1,2:01,Lack of wind : Wind speed to low,1,FALSE,FALSE,0.5
18/03/2015 13:00:39,21,2,21:02,Cable twisted : Right (2-3 turns),1,FALSE,FALSE,2
18/03/2015 13:39:05,2,1,2:01,Lack of wind : Wind speed to low,1,FALSE,FALSE,0.6
18/03/2015 14:42:51,0,2,0:02,Turbine operational,1,FALSE,FALSE,5.1
18/03/2015 14:42:53,0,1,0:01,Turbine starting,1,FALSE,FALSE,4.2
18/03/2015 14:44:16,0,0,0:00,Turbine in operation,1,FALSE,FALSE,6.7
18/03/2015 18:05:30,2,1,2:01,Lack of wind : Wind speed to low,1,FALSE,FALSE,0.8
18/03/2015 19:46:21,0,2,0:02,Turbine operational,1,FALSE,FALSE,2.4
18/03/2015 19:46:23,0,1,0:01,Turbine starting,1,FALSE,FALSE,2.4
18/03/2015 19:50:00,0,0,0:00,Turbine in operation,1,FALSE,FALSE,1.8
18/03/2015 21:37:42,2,1,2:01,Lack of wind : Wind speed to low,1,FALSE,FALSE,1.2
18/03/2015 22:59:16,0,2,0:02,Turbine operational,1,FALSE,FALSE,3
18/03/2015 22:59:17,0,1,0:01,Turbine starting,1,FALSE,FALSE,3.3
18/03/2015 23:02:53,0,0,0:00,Turbine in operation,1,FALSE,FALSE,2.3
19/03/2015 11:24:04,2,1,2:01,Lack of wind : Wind speed to low,1,FALSE,FALSE,1.2
19/03/2015 11:43:39,0,2,0:02,Turbine operational,1,FALSE,FALSE,2.3
19/03/2015 11:43:41,0,1,0:01,Turbine starting,1,FALSE,FALSE,2.3
19/03/2015 11:47:18,0,0,0:00,Turbine in operation,1,FALSE,FALSE,2
19/03/2015 22:55:35,0,5,0:05,Calibration of  load control,1,FALSE,FALSE,7.6
19/03/2015 22:57:18,0,1,0:01,Turbine starting,1,FALSE,FALSE,8.7
19/03/2015 22:58:21,0,0,0:00,Turbine in operation,1,FALSE,FALSE,8.5
21/03/2015 19:52:47,2,1,2:01,Lack of wind : Wind speed to low,1,FALSE,FALSE,1.1
21/03/2015 20:38:09,0,2,0:02,Turbine operational,1,FALSE,FALSE,1.5
21/03/2015 20:38:11,0,1,0:01,Turbine starting,1,FALSE,FALSE,0.6
21/03/2015 20:41:48,0,0,0:00,Turbine in operation,1,FALSE,FALSE,1.6
21/03/2015 22:11:11,2,1,2:01,Lack of wind : Wind speed to low,1,FALSE,FALSE,1
21/03/2015 22:51:14,0,2,0:02,Turbine operational,1,FALSE,FALSE,1.1
21/03/2015 22:51:16,0,1,0:01,Turbine starting,1,FALSE,FALSE,1.3
21/03/2015 22:53:28,0,0,0:00,Turbine in operation,1,FALSE,FALSE,2.6
22/03/2015 01:47:54,2,1,2:01,Lack of wind : Wind speed to low,1,FALSE,FALSE,0.9
22/03/2015 04:31:14,0,2,0:02,Turbine operational,1,FALSE,FALSE,2.1
22/03/2015 04:31:16,0,1,0:01,Turbine starting,1,FALSE,FALSE,1.7
22/03/2015 04:34:52,0,0,0:00,Turbine in operation,1,FALSE,FALSE,1.5
22/03/2015 06:19:02,2,1,2:01,Lack of wind : Wind speed to low,1,FALSE,FALSE,1
22/03/2015 06:41:35,0,2,0:02,Turbine operational,1,FALSE,FALSE,1.6
22/03/2015 06:41:37,0,1,0:01,Turbine starting,1,FALSE,FALSE,1.6
22/03/2015 06:45:12,2,1,2:01,Lack of wind : Wind speed to low,1,FALSE,FALSE,1.6
22/03/2015 10:50:28,0,2,0:02,Turbine operational,1,FALSE,FALSE,4.2
22/03/2015 10:50:30,0,1,0:01,Turbine starting,1,FALSE,FALSE,4.2
22/03/2015 10:52:19,0,0,0:00,Turbine in operation,1,FALSE,FALSE,3.6
25/03/2015 09:42:00,22,226,1.073611111,Yaw control fault : TWK NOCN: fault in cam switch mechanism,6,FALSE,FALSE,1.8
25/03/2015 09:42:26,0,2,0:02,Turbine operational,1,FALSE,FALSE,2.2
25/03/2015 09:44:57,0,1,0:01,Turbine starting,1,FALSE,FALSE,2.7
25/03/2015 09:48:34,0,0,0:00,Turbine in operation,1,FALSE,FALSE,2.3
27/03/2015 01:40:25,2,2,2:02,Lack of wind : Wind speed to low,1,FALSE,FALSE,2.3
27/03/2015 03:09:51,0,2,0:02,Turbine operational,1,FALSE,FALSE,3.1
27/03/2015 03:09:53,0,1,0:01,Turbine starting,1,FALSE,FALSE,3.5
27/03/2015 03:11:41,0,0,0:00,Turbine in operation,1,FALSE,FALSE,3.9
30/03/2015 01:55:18,66,32,66:32:00,Feeding fault : External shut down several inv.,6,FALSE,FALSE,10.8
30/03/2015 01:55:47,0,2,0:02,Turbine operational,1,FALSE,FALSE,10.4
30/03/2015 01:58:09,0,1,0:01,Turbine starting,1,FALSE,FALSE,10.6
30/03/2015 01:59:18,0,0,0:00,Turbine in operation,1,FALSE,FALSE,10.7
4/4/2015 13:40,21,2,21:02,Cable twisted : Right (2-3 turns),1,FALSE,FALSE,2.8
4/4/2015 14:19,2,1,2:01,Lack of wind : Wind speed to low,1,FALSE,FALSE,0.9
4/4/2015 14:46,0,2,0:02,Turbine operational,1,FALSE,FALSE,2.7
4/4/2015 14:46,0,1,0:01,Turbine starting,1,FALSE,FALSE,3.1
4/4/2015 14:48,0,0,0:00,Turbine in operation,1,FALSE,FALSE,3
4/4/2015 15:27,2,1,2:01,Lack of wind : Wind speed to low,1,FALSE,FALSE,0
4/4/2015 15:44,0,2,0:02,Turbine operational,1,FALSE,FALSE,1.9
4/4/2015 15:44,0,1,0:01,Turbine starting,1,FALSE,FALSE,2.5
4/4/2015 15:48,2,1,2:01,Lack of wind : Wind speed to low,1,FALSE,FALSE,1.3
4/4/2015 16:18,0,2,0:02,Turbine operational,1,FALSE,FALSE,3.9
4/4/2015 16:18,0,1,0:01,Turbine starting,1,FALSE,FALSE,3.3
4/4/2015 16:20,0,0,0:00,Turbine in operation,1,FALSE,FALSE,3.4
4/4/2015 17:51,2,1,2:01,Lack of wind : Wind speed to low,1,FALSE,FALSE,0.7
